1290	4907	1501	6225	3427	2178	1604	1687	970	5274	883	406	1642	1853	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1004	3930	951	5709	3179	4076	3382	1304	1451	5183	2040	2208	2446	2026	2029	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3833	7463	4298	8417	5749	727	1469	3932	3376	7216	3353	2824	3840	4349	2803	4759	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2258	6338	2903	7578	4793	881	168	2331	1796	6535	2224	1639	2905	3247	1438	3220	1601	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3419	7243	3967	8296	5577	293	1020	3487	2959	7140	3100	2542	3655	4119	2466	4368	477	1165	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2267	5105	2169	6135	3409	1930	1681	2669	1951	5022	1049	694	1488	1997	986	2900	2359	1563	2170	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2957	4043	2209	4802	2223	3310	3110	3487	2835	3621	1246	1586	730	1341	1987	3151	3617	2988	3520	1430	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
720	4022	652	5707	3066	3672	2993	1175	1112	5077	1625	1767	2096	1753	1593	442	4345	2829	3965	2460	2779	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1700	3677	828	4982	2185	3315	2827	2260	1725	4090	503	1050	697	606	1253	1765	3851	2666	3588	1547	1387	1401	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
5279	2863	4136	2322	1860	6199	6009	5840	5346	922	3841	4357	3076	3078	4716	4960	6433	5882	6393	4333	2905	4781	3621	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2578	3106	1518	4178	1401	3932	3552	3141	2628	3207	1196	1770	533	419	2072	2444	4372	3401	4183	2019	1062	2166	903	2718	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
6076	1850	4873	320	2491	7745	7412	6596	6285	1131	5054	5633	4363	4070	5915	5443	8098	7263	7977	5817	4482	5427	4675	2042	3864	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3465	7173	3954	8186	5486	365	1104	3563	3007	7014	3042	2498	3567	4052	2454	4396	370	1233	202	2079	3398	3984	3537	6254	4097	7866	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2654	6630	3254	7800	5035	482	267	2728	2193	6714	2488	1907	3122	3517	1764	3610	1206	399	767	1694	3119	3212	2954	6024	3635	7483	839	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3625	1204	2446	2778	894	5774	5300	4120	3889	2437	2945	3520	2453	1923	3710	2932	6267	5138	6041	3910	2922	2946	2475	2569	1932	2515	5973	5427	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3115	6814	3581	7859	5141	261	821	3240	2661	6707	2676	2128	3219	3690	2082	4034	726	923	438	1733	3087	3620	3169	5966	3748	7539	374	558	5612	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1574	6001	2441	7408	4611	1659	916	1559	1122	6477	2087	1558	2842	3032	1204	2572	2384	794	1932	1813	3115	2224	2427	5913	3274	7101	2019	1181	4824	1716	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3951	3447	2960	3763	1669	4513	4348	4507	3920	2476	2331	2778	1592	1866	3164	3891	4754	4227	4706	2668	1240	3603	2254	1687	1448	3449	4569	4349	2550	4280	4330	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1748	5253	1966	6461	3677	1746	1270	2082	1372	5432	1114	531	1791	2142	497	2525	2335	1117	2027	654	1953	2089	1578	4807	2284	6146	1996	1377	4050	1624	1180	3184	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2142	2656	950	4223	1590	4431	3890	2658	2391	3599	1650	2171	1480	838	2287	1590	4991	3724	4711	2694	2175	1496	1148	3384	1164	3938	4669	4044	1498	4298	3346	2510	2685	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
6755	3123	5564	1427	3113	7910	7698	7304	6883	1102	5459	6003	4706	4593	6342	6278	8148	7565	8107	6029	4607	6178	5177	1716	4286	1375	7970	7723	3476	7679	7545	3402	6475	4697	0	 	 	 	 	 	 	 	 	 	 	 	 	 
2383	6274	2916	7451	4682	769	332	2512	1927	6376	2132	1552	2772	3161	1419	3313	1452	286	1061	1366	2796	2906	2598	5699	3283	7134	1085	356	5071	735	1023	4031	1022	3693	7393	0	 	 	 	 	 	 	 	 	 	 	 	 
3306	7183	3878	8263	5533	207	900	3364	2845	7121	3037	2472	3610	4060	2379	4261	609	1049	132	2130	3501	3861	3521	6384	4136	7944	305	653	5980	420	1808	4698	1952	4636	8097	965	0	 	 	 	 	 	 	 	 	 	 	 
1029	5622	2035	7131	4352	2225	1484	985	611	6284	1958	1538	2721	2788	1134	2033	2949	1348	2503	1991	3119	1719	2194	5787	3086	6831	2581	1744	4470	2263	578	4281	1341	2975	7370	1542	2380	0	 	 	 	 	 	 	 	 	 	 
3530	3085	2482	3669	1252	4435	4185	4091	3543	2497	1997	2506	1232	1380	2867	3398	4752	4051	4652	2525	1136	3132	1833	1852	967	3349	4532	4218	2096	4216	4062	533	2963	1981	3515	3883	4629	3952	0	 	 	 	 	 	 	 	 	 
825	4564	1027	6011	3227	2681	2049	1319	676	5160	931	791	1656	1663	554	1476	3331	1881	2972	1474	2173	1040	1074	4687	1973	5709	2976	2241	3388	2606	1438	3245	1050	1909	6249	1913	2877	1127	2873	0	 	 	 	 	 	 	 	 
2188	2756	1395	4638	2426	5053	4415	2544	2590	4318	2513	2912	2550	1932	2885	1241	5687	4248	5344	3542	3268	1479	2054	4285	2285	4397	5339	4614	1911	4967	3693	3612	3358	1124	5379	4286	5250	3197	3080	2374	0	 	 	 	 	 	 	 
4820	1591	3617	1681	1169	6384	6051	5358	4993	937	3701	4277	3001	2736	4569	4287	6746	5903	6617	4455	3136	4211	3340	1272	2507	1363	6509	6121	1501	6179	5763	2187	4787	2718	2001	5772	6583	5518	2012	4392	3386	0	 	 	 	 	 	 
3489	7027	3891	7987	5313	550	1219	3632	3039	6795	2923	2403	3403	3915	2405	4390	437	1322	486	1923	3189	3969	3423	6022	3935	7667	287	955	5831	400	2115	4339	1926	4565	7738	1121	570	2658	4324	2943	5284	6314	0	 	 	 	 	 
1946	6186	2686	7502	4706	1224	482	1987	1486	6507	2137	1564	2860	3138	1289	2928	1948	355	1501	1641	3029	2553	2541	5892	3331	7190	1581	743	4994	1277	440	4265	1086	3548	7556	600	1380	1002	4046	1659	3997	5837	1676	0	 	 	 	 
6835	3472	5661	1877	3241	7805	7635	7391	6934	1268	5459	5983	4697	4647	6338	6419	8005	7508	7989	5957	4527	6290	5213	1629	4312	1798	7844	7644	3704	7567	7537	3296	6436	4830	461	7322	7986	7395	3478	6285	5585	2205	7603	7521	0	 	 	 
1542	5461	2023	6758	3962	1670	1054	1785	1112	5773	1394	827	2126	2395	555	2428	2334	887	1962	1071	2355	2012	1801	5178	2589	6446	1974	1231	4264	1609	763	3576	422	2839	6829	902	1866	951	3328	1012	3386	5095	1964	744	6805	0	 	 
2379	4390	1867	5360	2651	2704	2432	2879	2196	4249	711	892	756	1351	1297	2749	3098	2302	2939	777	711	2336	1077	3581	1284	5041	2838	2465	3209	2501	2404	1941	1244	2140	5267	2128	2904	2429	1755	1563	3125	3680	2662	2325	5208	1644	0	 
3744	2088	2560	2844	304	5230	4884	4296	3876	1914	2534	3109	1836	1592	3406	3337	5618	4736	5469	3302	2042	3189	2190	1639	1340	2528	5369	4957	1196	5032	4603	1381	3619	1751	3013	4608	5432	4380	1000	3254	2664	1169	5184	4670	3102	3928	2532	0
